tags,code,info,id,time,source
地平线,yyfsjaxmwcvf,,793983,1635817170.0,nowcoder
TCL,oeqrvk,内推链接: 1) http://campus.tcl.com,793726,1635770444.0,nowcoder
友塔游戏,,内推链接: 1) https://yotta-hr.com/zh/internal-recommendation?token=c56b8451dd9ca6cec0b2eae0f9c4f8c8-438820-4036118816,794080,1635822482.0,nowcoder
小米,NTAHHdN,"内推链接: 1) https://hr.xiaomi.com/job 
投递: 1) https://app.mokahr.com/recommendation-apply/xiaomi/3527?recommendCode=AHHdN&codeType=1&hash=%23%2Fjobs%3Fkeyword%3D 2) https://app.mokahr.com/recommendation-apply/xiaomi/3527?recommendCode=AHHdN&codeType=1&hash=%23%2Fjobs%3Fkeyword%3D",793833,1635776924.0,nowcoder
字节跳动,89V3GBE,"内推链接: 1) https://job.toutiao.com/s/eP8bU5a 2) https://job.toutiao.com/s/egqLG8j 3) https://www.nowcoder.com/discuss/742759 4) https://job.toutiao.com/s/eP8bU5a 5) https://job.toutiao.com/s/egqLG8j 
更多详情: 1) https://www.nowcoder.com/discuss/704925 2) https://www.nowcoder.com/discuss/704925",793895,1635783504.0,nowcoder
SHEIN,NTAEXQW,内推链接: 1) https://app.mokahr.com/recommendation-apply/shein/2934?recommenderId=944121&hash=%23%2Fjobs%3Fkeyword%3D,793743,1635771319.0,nowcoder
TCL,tyzych,投递: 1) http://zhaopin.tcl.com/industries/graduates2.html?page=CA,794064,1635821880.0,nowcoder
OPPO,,投递: 1) https://nowpick.nowcoder.com/w/school/detail?jobId=64812,794151,1635824953.0,nowcoder
字节跳动,ZKTKBDR,"内推链接: 1) https://job.toutiao.com/s/JmMyybC 2) https://job.toutiao.com/s/JfdsYos 
流程: 1) http://mtw.so/5MbBZN",793589,1635762139.0,nowcoder
字节跳动,89V3GBE,"内推链接: 1) https://job.toutiao.com/s/eP8bU5a 2) https://job.toutiao.com/s/egqLG8j 3) https://job.toutiao.com/s/eP8bU5a 4) https://job.toutiao.com/s/egqLG8j 
更多详情: 1) https://www.nowcoder.com/discuss/704925 2) https://www.nowcoder.com/discuss/704925",793901,1635784159.0,nowcoder
米哈游,NTAHBPN,内推链接: 1) https://app.mokahr.com/recommendation-apply/mihoyo/24513?recommendCode=AHBPN&codeType=1&hash=%23%2Fjobs 2) https://app.mokahr.com/recommendation-apply/mihoyo/26460?recommendCode=AHBPN&codeType=1&hash=%23%2Fjobs%3Fzhineng%3D22500,794002,1635818391.0,nowcoder
