tags,code,info,id,time,source
小米,NTAIS20,"内推链接: 1) https://docs.qq.com/doc/DYUtabnJWeXBCcFJj 
投递: 1) https://docs.qq.com/doc/DYXl1VUdSZG9SdEZv 2) https://app.mokahr.com/recommendation-apply/xiaomi/3527?recommendCode=NTAIS20&hash=%23%2Fjobs%3FisCampusJob%3D1%26page%3D1%26project%3D100008149",798640,1636188841.0,nowcoder
多益网络,,投递: 1) https://xz.duoyi.com/#/,798710,1636195251.0,nowcoder
中望软件,NTAG3j3,内推链接: 1) https://app.mokahr.com/m/recommendation-apply/zwcad/28357?containerType=workwechat&goto=recommendations#/home,798478,1636179946.0,nowcoder
豪威科技,,投递: 1) https://neitui.italent.cn/ovt-omnivision/sharejobs?shareId=f279819f-2860-4c3b-9f1a-030e03e0e1c5&rt=1,798945,1636255473.0,nowcoder
拼多多,,内推链接: 1) https://careers.pinduoduo.com/campus/grad?t=F0tkRp3FFiF0tkRp3FFi~,798940,1636254671.0,nowcoder
深信服,,投递: 1) https://hr.sangfor.com/NTAHB4g,798895,1636246936.0,nowcoder
竞技世界,,内推链接: 1) https://app.mokahr.com/m/recommendation-apply/jjworld/39983?sharePageId=923460&recommendCode=NTAICCn&codeType=1&hash=%23%2Frecommendation%2Fpage%2F923460,798445,1636177482.0,nowcoder
字节跳动,5AGG87M,投递: 1) https://job.toutiao.com/campus/m/position?referral_code=5AGG87M 2) https://job.toutiao.com/referral/mobile/position/list?token=NDsxNjA1NjcyMzUyNzE0OzY4OTM2OTM2NDgxMTkwMDY3Mjg7MA&from=qrcode,798654,1636189592.0,nowcoder
龙图游戏,,内推链接: 1) http://job.longtugame.com/t2/297/5232.html?tjr=%E5%A4%96%E9%83%A8%E6%8E%A8%E8%8D%90[%E7%8E%8B%E5%AD%90%E5%A6%8D],798467,1636178845.0,nowcoder
小鹏汽车,NTAGLlC,,798748,1636200368.0,nowcoder
